posada,name,id,category,transport,incomes,assets,land,house,transport_cost
" депутат, Филенківська сільська рада Чутівського району Полтавської області",филенко віра іванівна,e4b7c69b-c369-4ea7-968a-eab4ecfa2b6c,1,"ВАЗ 21214-126-20, МТЗ 80-л, КАМАЗ 45144, ЗПТС-12, RENAULT  KANGOO1461, Т-150К-09, Беларус-892 , ХТЗ 17021, СЗАП 8551-02, Беларус-892, RENAULT  KANGOO1461, CASE IH MAXXUM 340, RENAULT  KANGOO1461, ХТЗ 17021, МТЗ 80-л, КАВЗ 685 , ХТЗ 17021, Беларус-892, CLASS JAGUAR860, Беларус-892, МТЗ 82 , LEXUS LX570, CASE  ІН 2388 AXIAL-FLOW, МТЗ 80, ЗИЛ 554М, КАВЗ 3976, ВАЗ 212140-120-40, Белорус-892, КАМАЗ 53212, ЗИЛ 431410, Беларус-892, Т-150К-09, HOLMER , RENAULT  KANGOO, ВАЗ 21214 ЗНГ,  10, SKODA  OCTAVIA A5AMBIENTE, ВАЗ 21214, МТЗ 80-л, CASE IH MAXXUM 125, RENAULT  KANGOO1870, ЗИЛ 133ГЯ, ГАЗ 66, Т-156, FORTSCHRITT E-281, MERCEDES-BENZ GL500, RENAULT  KANGOO1461, Беларус-1221.2 , ВАЗ 210994, ЗИЛ 431412, T-150K-09, МТЗ 80, МТЗ 80-л, Беларус-892, КАМАЗ 55102, ГАЗ 33076, CASE AFX8120",90481925,0,10080095,1144,25906108
" Директор департаменту, ПАТ ""Укрпошта""",сорокін ігор анатолійович,4943c37c-cf2d-4a4f-b017-681f362a5ea9,0,"Киа Венга, Опель Корса",89618253,1827019.042,2765.8,351.76,314000
" Народний депутат України, Верховна Рада України",лаврик олег васильович,257570df-5119-4312-81f6-9af483f7c7a4,2,"Fiat Grande punto, TOYOTA CAMRY",85125086,15148954.004933,13791,254.5,525316
" Капрал поліції, Оболонський РВ УПО",опанасенко роман васильович,b46e0d27-3d34-47ed-8492-7902c9b77674,3,Renault Megan,80127585,0,0,90.7,20002
" радник, Міністерство закордонних справ України",баран ярослав володимирович,0e9146ed-c390-4994-964b-9f3643f2a1a7,3,"Ауді Ауді-80, тойота RAV - 4",78404900,2570425.423597,0,129.6,260350
" Фізична особа - підприємець, Фізична особа - підприємець",баленко ігор миколайович,04735bf0-04df-4827-a95b-98363ad91d64,0,"MERSEDES-BENZ A350TD,  Buster XXL, BMW X6, ПГМФ 8904, ПГМФ  8904, MERCEDES-BENZ GL 550,  Buster-U",77741788,253708945.71684,45179,1730,248070
" Заступник Генерального прокурора - Головний військовий прокурор, Генеральна прокуратура України",матіос анатолій васильович,1cf60b4d-df4b-46db-8ee6-db539ddb5733,5,Mercedes-Benz G55AMG,72939505,93778729.15,143151,1034.2,690000
" депутат сільської ради, Драгівська сільська рада",рішко василь васильович,f1a99eab-d261-4ea6-9327-2c5092fb51fd,1,0,72901457,0,3568,262.3,0
" Депутат, Ірпінська міська рада",оверко ігор іванович,83c894b3-f1a3-4f9a-ae73-dcbc9e07c388,1,"MERCEDES-BENZ E 200, FIAT DOBLO, OPEL VECTRA, Daewoo Lanos, LEXUS RX 350",70413528,50089393.306464,11123,1650.3,0
" Інспектор УПП у м.Кременчуці ДПП, Управління патрульної поліції в місті Кременчуці ДПП",кушка володимир іванович,31b50cad-17cf-43d7-a01c-658d17a5891a,3,0,69053124,0,8,0,0
" міський голова, Чернігівська міська рада",атрошенко владислав анатолійович,cf30a1c9-c417-426a-af71-844eefbdfc0b,1,"BMW M760LI, TOYOTA LAND CRUISER 200",67993640,83788314.775732,79987,1274,6324397
" молодший інспектор відділу режиму та охорони, Державна установа ""Запорізький слідчий ізолятор""",костенко микола вікторович,87e531e7-c453-45e8-b919-3ebf0ef864ad,0,0,65459570,0,0,0,0
" Військовослужбовець, Військовослужбовець",сидорчук олександр анатолійович,9697f8e5-1464-407d-982b-fc4f5a18fdd3,0,BMW 520,64502958,0,1000,0,87500
" інспектор з ОПЗФ, НПП Сколівські Бескиди",фридрак іван михайлович,e7c6c2b1-5dc6-4b6a-8b0c-249bc112d33f,0,0,63890268,0,0,0,0
" Народний депутат України, Верховна Рада України",бобов геннадій борисович,fbc29171-f8c9-4918-ac85-cdf13c2d9e70,2,"MERSEDES-BENZ S 550, ВАЗ 21313, LAND ROVER RANGE ROVER",62964835,128470157.64,138914,810.8,0
" головний лікар, Комунальна лікувально-профілактична установа ""Обласний госпіталь для ветеранів війни м. Святогірська""",присяжний микола олександрович,da4425ae-0436-42eb-b5a8-98b97f21186a,0,ford kuga,62916304,0,1123.3,561,0
" депутат Житомирської обласної ради, Житомирська обласна рада",лабунська анжеліка вікторівна,59aea345-900b-48b2-ae25-5a7fb422b50c,1,"Lexus RX 350, Mercedes-Benz S 500 4 Matic, Mercedes-Benz GL 350, Mercedes-Benz G 63, Naetiques Super Air Naetique G",62141531,241672028.32869,75659,1302.1,641228
" начальник відділу інформації та зв'язків з громадськістю, ЛКП ""Львівелектротранс""",бондар іван миколайович,0a6a57fd-b5bc-4009-b130-6f08e591445e,0,0,60995600,0,0,81.8,0
" Міністр, Міністерство внутрішніх справ України",аваков арсен борисович,77ea8149-3dd6-4f33-9158-717e8da92bc0,3,0,58602749,122451373.90933,1200,861.8,0
" Головний лікар, депутат обласної ради, Комунальна лікувально-профілактична установа ""Міський онкологічний диспансер м. Краматорська"", Донецька обласна рада",птиця олександр герасимович,2d091093-9568-4ac8-a9f6-9ed7fa5f3004,1,CHEVROLET AVEO,57007625,0,0.2,148,128000
" головний спеціаліст-експерт, РСЦ МВС України в Одеській області",балюк андрій миколайович,4d28a5b4-15ad-4b65-ada6-c4e9d153dd38,3,Skoda super-b,55945211,0,0,97.1,110900
" Головний фахівець ТТД, ВП АТЦ ДП ""НАЕК ""Енергоатом""",мальцев федір якович,6b0e1118-72f6-4718-a0ca-88aa3d93aab1,0,шевроле лачетті,55786417,0,0.05,0,80000
" начальник юридичного сектору, ВП ""Херсонська дирекція залізничних перевезень"" регіональної філії Одеська залізниця ПАТ Українська залізниця",пузанов юрій володимирович,0866e4d6-d2f5-412f-af83-fabb0b670c0a,3,"ВАЗ21061, Mitsubishi Galant",54732409,0,600,141.26,147696
" головний спеціаліст відділення комплектування, Хмельницький об'єднаний міський військовий комісаріат",кутигіна наталія анатоліївна,fc1750cc-5c7b-44bd-b1b7-fbd93e4ff4ed,0,volkswagen passat,54290091,0,2.3,411,0
" начальник управління, Міністерство освіти і науки України",єрко інна анатоліївна,a22e4eed-a1a0-406b-ac3d-7f470d5b6615,3,Kia Sportage,53905180,0,0.46,93.2,657874
" спеціаліст, Головний сервісний центр МВС",кононенко ілона михайлівна,f1aa6dcf-4467-4159-bf74-585b8c724e70,3,RENAULT KADJAR,53766694,98235.2805,0.32,51.9,744000
" директор, Комунальний заклад ""Новопсковський районний краєзнавчий музей Новопсковської районної ради Луганської області""",мельник ольга юріївна,19032394-cfa5-41ee-9ce8-dedec3f387be,3,Ніссан Армада,53169652,0,84862,136,80000
" Заступник директора, Товариство з обмеженою відповідальністю ""КОМФОРТ-СТРОЙ""",сітенко тарас олександрович,e4875111-1224-4bb7-8be3-6055e92e6e04,0,"LAND ROVER DISCOVERY 3.0, VW Touareg NF, SKODA SUPERB",52885557,132421669.86049,45941,2078.25,3170496
" Заступник начальника служби колії, Регіональна філія ""Одеська залізниця"" ПАТ ""Укрзалізниця""",василенко іван васильович,890c086f-56dd-445a-b634-78154dabc88a,3,0,52587872,0,0,403.6,0
" головний консультант, Апарат Верховної Ради України",грабовська олеся омельянівна,fac23623-6412-4237-9ed6-aac79cb4263e,2,0,52368772,42100.8345,0,113.3,0
" головний спеціаліст, Криворізьке північне об""єднане управління Пенсійного фонду Украіни Дніпропетровськоі області",малиця ольга олександрівна,daa186b8-0958-4ade-ad21-57e77503b68f,6,"CHERY TIGGO, ПГА1 ПГА1",52010490,0,0,208.2,100000
" Поліцейський СРПП, Дубровицьке ВП Сарненського ВП ГУНП в Рівненській області",олексійовець іван федорович,79660b17-99e4-400d-9fa8-71daa49b708e,3,0,51832090,0,0,64,0
" депутат місцевої ради, приватний підприємець",коренчук андрій арнольдович,135e8736-3b7f-4bcb-babe-dff752f49bd1,0,"Mersedes-Benz C-cuope, DAF 95 xf 430, Volkswagen Golf, Jaguar XE JT2, Pacton T3-001, МАЗ 8925, Groenewegen Dro-12-27, Wolkswagen Golf VII, КАМАЗ 4310, shmitz PR-18, Wolkswagen CC, ВАЗ 21214, КАМАЗ 4310, DAF 95XF 480",51314962,0,1520,713,1213061
" депутат, Херсонська обласна рада",черепаха альберт вікторович,6a15eec9-0c74-41f8-9f03-130b4f9e291e,1,0,51085074,13800000,10925770,6375.76,0
" головний державний інспектор сектору взаємодії з митними органами іноземних держав управління протидії митним правопорушенням та міжнародної взаємодії, Житомирська митниця ДФС",красильникова софія анатоліївна,dc7df049-ed91-429e-975e-23fc222112c0,3,"VOLKSWAGEN TRANSPORTER, DAF XL 105",50617477,0,22118,218,0
" головний консультант, Верховний Суд України",ферлей надія василівна,af23dc73-69ae-41dd-be95-6772522ad8ad,4,0,50282628,1600626,0,0,0
" Дільничний офіцер поліції, Шевченківське УП ГУ НП в м. Києві",троян олексій володимирович,db74793f-06e5-4877-b5f9-0287f993be83,3,VOLKSWAGEN PASSAT 2.0 16V,49147567,0,0.08,32,100000
" Народний депутат Верховної Ради України, Верховна Рада України",герега олександр володимирович,f16606de-a4fc-4569-a924-0e5438985d61,2,"B.M.W. 730D, Porsche  911 Carrera 4S",48121077,167279670.41,267768,2484.9,1733800
" головний консультант, Верховний Суд України",будлянська олена миколаївна,0bb42895-07fc-48e5-92dd-5bbf2adc5c18,4,Daewoo  Lanos,48029059,1936638.387,0,50.8,47000
" Депутат Київської міської ради, Приватний підприємець, Депутат Київської міської ради",товмасян ваган робертович,3df21017-a03e-46c5-848c-0153d90d6733,1,"LEXUS RX 350, BMW X6, CHEVROLET  AVEO, MERCEDES-BENZ S 500 4MATIC, TOYOTA LAND CRUISER",47845001,117568892,2550,283,149000
" старший офіцер, в/ч 4583",козинець олександр борисович,618eac32-838e-4193-81ed-0af0255ad382,3,0,46578513,0,0,0,0
" головний державний інспектор, Головне управління ДФС у Запорізькій області",когут анжела василівна,5e61f35f-f919-43e5-b4b9-bb8ada3e1719,3,мазда мазда 6,46345544,0,0,67.5,0
" директор школи, Іванківська загальноосвітня школа І-ІІІступенів",захарчук любов василівна,4d1e6aff-dba1-4f52-8df4-721fffdd35ff,0,ЗАЗ DAEWO,46201911,0,25919.9,209.2,40000
" начальник відділу організаційно-методичної роботи та забезпечення діяльності керівництва суду, Одеський апеляційний адміністративний суд",нечипоренко наталя яківна,23b53c4b-2303-4d10-8301-486e747fc49b,4,0,46163100,0,2000,0,0
" Головний спеціаліст Управління корпоративних прав держави Департаменту управління державними підприємствами та корпоративними правами держави, Фонд державного майна України",огороднійчук аліса петрівна,5eae928b-421d-4924-8e49-8b952b03b3b7,12,0,44203005,0,1454,224.9,0
" Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони, Верховна Рада України",богуслаєв вячеслав олександрович,f157958b-b412-4159-99de-2d28d35b23c3,2,0,43547023,552394804.66146,1500,2834,0
" головний спеціаліст, Міністерство молоді та спорту України",радковська олена володимирівна,4f3dcedd-60fb-41d6-aae6-4d22f1dd2e37,3,TOYOTA LAND GRUSER 150,42910552,0,42660,121.8,0
" Диспетчер гірничий, ДП Артемсіль",гататулін саїд хусянович,d9552851-d71c-42dc-989a-69f04a30b713,0,0,42738241,0,0,0,0
" Доглядач , РС СКП ""Спецкомбинат ПКПО""",гудзь валентин анатолійович,12f1aa5c-5f76-4b6b-a5d7-63cf90bffac7,0,ГАЗ 270557ВП6ТК,42702201,0,0,82,0
" поліцейський, Авангардський вп",римарчук роман миколайович,81166c87-390b-4111-bbf8-0d24846f1e83,3,0,42444787,0,0,0,0
" ОЧ, НГУ в /ч 3001",шевчік володимир федорович,8a903c1b-f967-4b95-973e-6a09313dd135,0,0,42441092,0,0,0,0
" Департамент консульської служби, спеціаліст, Міністерство закордонних справ",ангел мирослава олегівна,e85c91be-7790-4ed0-b975-b1a2737f7d0d,3,Toyota Corolla ACTIVE 1.6L CVT,42365081,0,1500,69,547520
" Суддя, Господарський суд міста Києва",морозов сергій миколайович,bfe7cd6d-4bd9-4235-ac5e-0e5739bc83e0,4,"Toyota Land Cruiser Prado, Mersedes-Benz E250CDI",41908685,7858278.8783,618,312.1,0
" начальник друкарні, ДП НВКГ ""Зоря"" - ""Машпроект""",пекарська ольга володимирівна,7136e92c-7bb2-4d06-9f73-7ec10b501c61,0,0,41617125,0,0,49.9,0
" начальник цеху, ГП НПКГ ""Зоря"" - ""Машпроект""",пекарський валерій михайлович,98d6f887-752d-4e22-893e-5b4dce5e13ee,0,lanos daewoo,41617125,0,600,125.9,40000
" завідуюча господарством, депутат Іванівської районної ради Одеської області, Бузинівська загальноосвітня школа",хобта надія анатоліївна,64549e46-2357-4248-853d-105e43accd59,1,ГАЗ 24,41569866,196757,248872,236.4,0
" суддя, Немирівський районний суд Вінницької області",слободяник тетяна василівна,9b3668ff-138f-457e-b65f-21c1df1fe540,4,KIA SOUL,41174281,550117.5708,1915,153,112
" старший оперуповноважений, Головне управління Національної поліції у місті Києві",савенко євген олексійович,cb441302-ff8a-46cf-8c0d-b7999bb6f4af,3,0,41132986,0,0,52,0
" Депутат, Саратська района рада",голубєв дмитро валерійович,701e19e6-6087-4acc-b93a-ec45bc2d365f,1,"volkswagen TOUAREG, HONDA CIVIC 5D",40759000,0,0,220,770820
" депутат районної ради, ФОП Науменко",науменко анатолій анатолійович,f7f71a4d-073b-4c88-8790-52d51a15fc3b,1,"беларус 892, мінск 311211, причіп 2птс-4, шкода кодіак, легковий причіп  увн810080, ваз 2107, ваз 2107, сампо sr3045",40223438,0,61552,66,910000
" начальник 1 відділу 2 управління Департаменту кадрової роботи та управління персоналом, Адміністрація Державної служби спеціального зв'язку та захисту інформації України",арсенович леонід антонович,0dcb77da-d30b-4fe2-a1f5-06ec984e3128,9,0,40198362,0,0,0,0
" Посол з особливих доручень Департаменту міжнародного права, Міністерство закордонних справ України",бороденков сергій миколайович,eed77839-6775-416d-946c-0685a13f8148,3,"Mercedes E250, Toyota Camry",40188230,0,0,59.6,593920
" начальник стрілецької команди №21, Виробничий структурний підрозділ Львівський загін воєнізованої охорони Регіональної філії Львівська залізниця ПАТ Українська залізниця",спурза степан михайлович,f1e81448-1dde-4af1-a2cc-549e59346c8c,3,0,40155965,0,1,93.7,0
" Провідний інспектор, Сквирський РС ГУ ДСНС України у Київській області",довбешко руслан олександрович,13c56d8e-495c-4efc-a982-5ff64bf84ecd,3,"Беларус 892, ПГМФ 8302, ВАЗ 2107, Nissan Almera, Т-40 АМ",40080420,0,151310,196.5,0
" майстер, Державне підприємство Вище Дубечанського лісового господарства",войтенко петро іванович,f1f13937-eba9-4a7f-a242-13a178f2257e,3,"DAEWOO LANOS, 350 ЯВА-350, М2140",39619008,0,13253,168.7,0
" Заступник начальника відділу, Кремінський МРВ ГУ ДСНС України у Луганській області",заморений володимир іванович,5e375000-888c-4428-98c4-9fc251df9ea9,3,"Рено Дастер, ВАЗ 2105",39583314,0,165391,251.8,4000
" суддя, Калуський міськрайонний суд Івано - Франківської області",мигович олег миронович,c4c9f0c6-ec69-4983-9200-ae288458dbbb,4,Audi  A6,39441099,70000,0,64.2,0
" Головний спеціаліст відділу по справах інвалідів, Департамент праці та соціальної політики Одеської міської ради",пилипчук ольга анатоліївна,9cc4ee62-ace5-47fb-a0a0-6832c34237b3,1,ВАЗ 2105,39360354,110000,730,84.6,0
" Директор, Відособлений підрозділ Південно-Західна електроенерегтична система державного підприємства ""Національна енергетична компанія ""Укренерго""",дідіченко євген святославович,da9de532-7080-4c19-bb39-61cea4a5bfea,0,"Audi A6, MERCEDES-BENZ C 350",39359455,52855472,5613,293.22,1350000
" Майстер 1 групи, ВП Запорізька АЕС ДП НАЕК Енергоатом",капуста валерій анатолійович,a9745243-7d24-4c64-9698-4084a0bd4c4d,0,"Пежо 308, Шевроле Авео",39207123,0,0,74.2,254000
" Наповнювач балонів, ТОВ""Харківрегіонгаз""",стороженко вячеслав олександрович,ecc59cf2-0d0b-4c8c-b572-66683980910f,0,"Viper VP150X,  лев, Mersedes Vito",39014320,0,0,100,172500
" Помічник Голови Національної поліції України Департаменту забезпечення діяльності Голови, Національна поліція України",стефура володимир михайлович,c975ca33-a287-4955-86fa-196e8aaf9bac,3,Шкода  Октавія,38235548,1263025.035,0,0,250000
" начальник цеху, ДП ""Одеський авіаційний завод""",долженков олег юхимович,3223019c-5351-4402-9a86-248b64d25b6a,0,Сузукі Гранд вітара,38138933,14383314,0,128.1,192570
" Слідчий, Дніпровський ВП Кам'янського ВП ГУНП в Дніпропетровській області",перебийніс денис миколайович,e21c7753-6699-4b78-8b0f-42c3a87db46a,3,Хюндай Акцент,37820555,0,0,55.2,0
" Начальник відділу мовної підготовки, центру підвищення кваліфікації Навчально-сертифікаційного центру Украероруху, Державне підприємство обслуговування повітряного руху України (Украерорух), Навчально-сертифікаційний центр",григор'єва наталія олександрівна,5f5fdd25-847d-4780-865c-780e03f87be5,0,Фольксваген Гольф плюс GOLF PLUS,37439163,0,0,54,188185
" головний спеціаліст відділу адміністрування загальнодержавних реєстрів та баз даних, Вищий адміністративний суд України",леба тетяна володимирівна,577c32af-52e0-4940-a93d-3c86f1a56486,4,0,37404542,0,31624,54.2,0
" Начальник відділу взаємодії з державними органами, установами та організаціями управління з питань адміністрування діяльності апарату суду, Вищий адміністративний суд України",гонтаренко анастасія ігорівна,4697cd70-d507-4950-84cc-c9c50104346b,4,0,37248057,0,0,0,0
" депутат Доброгостівської сільської ради, депутат Доброгостівської сільської ради",дутка микола миколайович,4d054233-dc0f-4100-ae20-bab8d61fe6e0,1,"suzuki Grand VITARA, Volkswagen Vento 1.8",37200000,0,16194,240,0
" Народний депутат України, Верховна Рада України",поплавський михайло михайлович,8386acee-079b-4ea3-a5f3-b5fef65f8a48,2,0,37074024,36544218.83,37569,184.8,0
" Голова ради, Волинська обласна рада",палиця ігор петрович,6dced06b-da4a-460e-98e8-4c714752db47,1,Mercedes-Benz S 600,37065100,7831114,0,665.8,0
" Заступник Керівника Відділу, Апарат Верховної Ради України",береснева тетяна сергіївна,4dbfffe4-01e6-4809-ac12-091f073626b2,2,0,36995240,0,1000,113.15,0
" заступник командира загону, Восьмий воєнізований пірничорятувальний загін",григоренко сергій васильович,a18a0e3e-cb09-41f8-ac17-8ade15a91075,0,"SABUR  ALFA, Geely MAPL SL1.8",36942109,196470.561,2500,70.3,104500
" Народний депутат України, Верховна Рада України",козак тарас романович,33f89247-a86c-4119-9843-bdffb96da18d,2,Audi A8,36777793,39925455.869736,43636,939.3,2000000
" Головний лікар, КЗ КОР ""Київська обласна клінічна лікарня""",анкін микола львович,1bf67db9-5b6c-44db-b196-412513378ece,0,"ARCTIC CAT TRV 500, УМС УМС-400, TOYOTA SEQUOIA, ВОРОНЕЖ ВОРОНЕЖ б/н, Toyota  Camry",36517404,24870024.414784,9880,471.5,1067500
" Голова, Чернігівська обласна державна адміністрація",куліч валерій петрович,f74c75fd-5fba-4605-923a-9ec319a18c4e,1,"TOYOTA LAND CRUISER PRADO, БМВ Х4, BMW 750LD, AUDI Q7 Q7",36446059,45652773,45004,694.8,7856807
" головний спеціаліст , секретаріат Національної тристоронньої соціально-економічної ради",троцька вікторія валеріївна,e1a1daaf-bb85-4847-8e30-a81c607793b4,0,0,36407358,0,0,121.8,0
" заступник Директора - начальник відділу, Міністерство закордонних справ України",кувшинникова вікторія анатоліївна,b96e9eaa-f23f-45d7-bd62-a202b9694c04,3,Suzuki  SX4,36363228,669908.48,0,63.4,0
" ЗН РБУ ЕРП, ДП ""НАЕК"" ЕНЕРГОАТОМ"" ВП ХАЕС РБУ ЕРП",пацаловська ірина борисівна,ef518c3a-de64-4d08-b646-d728e34bb747,0,0,36245317,596989.83321,7525,168.4,0
" Заступник директора Департаменту інформаційних технологій та ресурсного забезпечення-начальник відділу комп’ютерного та програмного забезпечення, місто київ вул.прорізна 15 Національне агентство України з питань державної служби",довженко роман валентинович,5c208be9-bb7b-4b14-8920-6bf20000134a,0,0,36185359,0,0,52,0
