number,created_date,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
23462,2016-10-13 0:00:00,Терещенко Ольга Іванівна,Білопільський районний суд Сумської області,Глова суду,4628a059-73b0-4b3b-a91f-bfa170c7291d,,,,,,,,,,,,,,,,,,,,35000,8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62391,2016-09-21 0:00:00,Гафяк Віктор Михайлович,Автозаводський районний суд м.Кременчука,голова Автозаводського районного суду м.Кременчука,13a57ca5-f9a8-4006-a45f-793d851d71ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36255,2016-10-26 0:00:00,Городовенко Віктор Валентинович,Апеляційний суд Запорізької області,Голова Апеляційного суду,1f4a4b2d-d7f1-4897-bc13-81efbb8e5b11,,,,,,,,,15000,,,,,,,,,,,150000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55442,2016-10-24 0:00:00,Ржепецький Олександр Павлович,Апеляційний суд Миколаївської області,голова апеляційного суду,ccea0dbc-42a0-4326-a386-4617eb41e625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2016-10-28 0:00:00,Кучевський Петро Васильович,Апеляційний суд Вінницької області ,Голова Апеляційного суду Вінницької області ,0b4ed594-f069-4793-b623-7f367a3ab784,,,,,,,,,,,,,,,,,,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81273,2016-10-29 0:00:00,ДРОБОТЯ ВІТАЛІЙ ВАСИЛЬОВИЧ,Апеляційний суд Закарпатської області ,Голова апеляційного суду Закарпатської області ,4ba880f9-3e23-4d59-9e6b-c5247cfb4929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24814,2016-10-26 0:00:00,Драний Валерій Вікторович,Апеляційний суд Кіровоградської області,Голова Апеляційного суду Кіровоградської області,b86e4a6b-d7a8-42d3-9903-3ebdb9c9811c,,,,,,,,,,,,,,,,,,,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88690,2016-10-21 0:00:00,Головачов Ярослав Вячеславович,Апеляційний суд міста Києва,голова апеляційного суду м. Києва,107c6a84-784d-491c-badf-e262f0423490,,,,,,,,,,,,,,,,,,,,180315,,,,,,,,,1026,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,2405,,,,151,,,,,
42464,2016-10-20 0:00:00,Колесніков Григорій Яковлевич,Апеляційний суд Одеської області,Голова апеляційного суду Одеської області,a56789d6-ea47-4f2b-bf4f-90f659fee2d6,,,,,,,,,,,,,,,,,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95078,2016-10-28 0:00:00,Миргород Валентина Степанівна,Бериславський районний суд Херсонської області,голова Бериславського районного суду Херсонської області,b81bbd95-3466-4136-801c-2d2440f0f03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32019,2016-10-18 0:00:00,Герасимчук Ніна Павлівна,суддя Білогірського районного суду Хмельницької області,голова Білогірського районного суду Хмельницької області,16756429-7617-4e25-8cdf-726eddb544bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317,,,,,
4820,2016-10-26 0:00:00,Демченко Людмила Миколаївна,Бобровицький районний суд Чернігівської області ,голова Бобровицького районного суду ,a0488598-47db-4a81-b4f6-5c373932c9be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,
74858,2016-10-07 0:00:00,Пещук Роман Йосипович,Бориславський міський суд Львівської області,Голова Бориславського міського суду Львівської області,b61948f3-0258-45e4-b7a1-b31fdb94a52f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70887,2016-10-26 0:00:00,Слиш Андрій Теодорович,Бориславський міський суд Львівської області,Голова Бориславського міського суду Львівської області,e6e83eab-5b17-4106-a02f-4ad2b661f0ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99693,2016-09-28 0:00:00,Люба Валентина Іванівна,Борівський районний суд Харківської області,Голова Борівського районного суду Харківської області,065ce9ce-b2a6-4cb3-a7a8-6ab858338eec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125,2016-10-29 0:00:00,Василишин Валерій Олександрович,Броварський міськрайонний суд Київської області,Голова Броварського міськрайонного суду Київської області,e2a1ce75-5f47-4ff5-9447-1ba513fe7744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172760,,,,,
99716,2016-10-03 0:00:00,Цибик Іван Йосипович,Великоберезнянський районний суд Закарпатської області,Голова Великоберезнянського районного суду,10b724c9-e943-4622-bbb3-87fe74585858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66993,2016-10-28 0:00:00,Ткачук Олена Леонідівна,Великомихайлівський районний суд Одеської області,голова Великомихайлівського районного суду Одеської області,1f71133d-ef94-4d87-917e-3c6c654b4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53031,2016-10-28 0:00:00,Кучерявенко Сергій Степанович,Веселинівський районний суд,Голова Веселинівського районного суду,3c262a0d-554c-49a0-a808-a9795f850294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34701,2016-10-24 0:00:00,Рішко Ганна Іванівна,Виноградівський районний суд Закарпатської області,Голова Виноградівського районного суду Закарпатської області,b1abfddd-3a2e-4237-80ea-9e119ad09249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25532,2016-10-24 0:00:00,Нечитайло Олександр Миколайович,Вищий адміністратвиний суд України,голова Вищого адміністративного суду України ,559af06f-b34f-449d-a3c6-5204093b03d8,,,,,,,,,,,,,,,,,,,,105000,57300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015,2016-10-28 0:00:00,Кузьмишин Віталій Миколайович,Вінницький апеляційний адміністративний суд,голова Вінницького апеляційного адміністративного суду,2a37b596-98fc-4100-b5f6-176de3e888c3,,,,,,,,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228000,,,,,,,,,,,,,,,,
18589,2016-09-16 0:00:00,Король Тетяна Вікторівна,Вовчанський районний суд Харківської області,Голова Вовчанського районного суду Харківської області,fa0857db-dcc0-4c82-83a0-d604ecefc1f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11664,2016-10-11 0:00:00,Намистюк Василь Павлович,Волочиський районний суд Хмельницької області ,голова Волочиського районного суду Хмельницької області,c6e50e5b-14b1-4e63-9d62-60dfa613670a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134,2016-10-20 0:00:00,Ковчежнюк Василь Миколайович,Гайсинський районний суд Вінницької області,Голова Гайсинського району суду Вінницької області,07781489-d723-480c-bcd6-a28fd61b744f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57023,2016-10-05 0:00:00,Берлімова Юлія Геннадіївна,Генічеський районний суд Херсонської області,Голова Генічеського районного суду Херсонської області ,35215781-8866-4628-beaa-2f333cad1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39180,2016-10-23 0:00:00,Попов Олександр Вікторович,Господарський суд Донецької області,Голова господарського суду Донецької області,fa920886-e91c-44c1-a87c-16c5af0aa62c,,,,,,,,,,,,,,,,,,,,,46000,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,
69201,2016-10-19 0:00:00,Стопник Сергій Григорович,господарський суд Тернопільської області,голова господарського суду Тернопільської області,75c44ef2-7295-4937-8fb4-d7ca4b51faf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52370,
74938,2016-10-28 0:00:00,Жорняк Олександр Миколайович,Дергачівський районний суд Харківської області,Голова Дергачівського районного суду Харківської області,b7495178-69fa-4958-a5fa-753a996d65a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21435,2016-10-29 0:00:00,Ластовка Неля Дмитрівна,Дніпровський районний суд міста Києва,Голова Дніпровського районного суду міста Києва,b04f786e-6738-4300-a763-84d9f8197081,,,,,,,,,,,,,,,,,,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,,,,,,,,,,,,,,,
6973,2016-10-12 0:00:00,Чепурний Олександр Петрович,Драбівський районний суд Черкаської області,Голова Драбівського районного суду Черкаської області суддя,beeb15b4-9824-4283-9855-8793c0fc96fe,,,,,,,,,,,,,,,,,,,,14784,,,,,,,,,,,,,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51414,2016-10-03 0:00:00,Стадійчук Анатолій Олександрович,Дубенський міськрайонний суд Рівненської області,Голова Дубенського міськрайонного суду,4d35a20c-096f-4222-b880-a6e20f3c4427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49010,2016-10-06 0:00:00,Раєвич Тетяна Михайлівна,Єланецький районний суд Миколаївської області,Голова Єланецького районного суду Миколаївської області,a640b1a1-a934-436d-aa9f-8baf1f92501f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92697,2016-10-28 0:00:00,Щербина Сергій Вікторович,Заводський районний суд м. Миколаєва,Голова Заводського районного суду м. Миколаєва,c9bf1d5b-2c24-4e84-b75a-7b931c2917ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,2016-10-27 0:00:00,Ізотов Віктор Максимович,Заводський районний суд м.Дніпродзержинська Дніпропетровської області,Голова Заводського районного суду м.Дніпродзержинська Дніпропетровської області,268dcf03-67fc-4355-9c76-0e716f6d11ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,20000,,,,,,,,,,,,,,,
69734,2016-10-26 0:00:00,ДУДЯК СТЕПАН ВАСИЛЬОВИЧ,Заліщицький районний суд Тернопільської області,Голова Заліщицького районного суду Тернопільської області,0fcafbf1-950d-4694-b882-f7da46a60a6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51737,2016-10-28 0:00:00,Тимчук Руслан Миколайович,Іванівський районний суд Одеської області,Голова Іванівського районного суду Одеської області,b2d80dfc-9706-4420-84a9-029cd89824c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104724,2016-10-27 0:00:00,Слободян Наталія Павлівна,Іванківський районний суд Київської області,голова Іванківського районного суду Київської області,3284d2e8-11d0-4172-bcfb-fd0f2c01be58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,2016-10-26 0:00:00,Даруда Ірина Анатоліївна,Іршавський районний суд Закарпатської області,голова Іршавського районного суду Закарпатської області,ff9e6218-2259-4db5-9f0e-e55255d512db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
91699,2016-10-28 0:00:00,Шевченко Ірина Іванівна,Кагарлицький районний суд Київської області,Голова Кагарлицького районного суду Київської області,7415155b-273a-489a-99bd-4dfc4f6d3468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54301,2016-10-25 0:00:00,Ковальчук Олена Валеріївна,Каланчацький районний суд Херсонської області,Голова Каланчацького районного суду Херсонської області,0cc4f094-dc0d-40fd-a035-f509c57921f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80607,2016-10-28 0:00:00,Попик Юрій Павлович,Калинівський районний суд Вінницької області,Голова Калинівського районного суду Вінницької області,23e11f98-108c-4514-8c93-d6866703caec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89303,2016-10-13 0:00:00,Бердан Наталія Володимирівна,Калуський міськрайонний суд Івано-Франківської області,голова Калуського міськрайонного суду Івано-Франківської області,7608c863-4127-4da0-b207-b585af6954c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17446,2016-10-28 0:00:00,Єйбог Ігор Миколайович,Каховський міськрайонний суд Херсонської області,Голова Каховського міськрайонного суду Херсонської області,f1125632-ff23-4437-9371-85454e68a769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93319,2016-10-03 0:00:00,Харабара Іван Васильович,Кельменецький районний суд Чернівецької області,Голова Кельменецького районного суду Чернівецької області ,3bd3321c-9f61-48a6-aaea-0922f772b495,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24773,2016-10-12 0:00:00,Мізюк Віктор Миколайович,Кіцманський районний суд Чернівецької області,голова Кіцманського районного суду Чернівецької області,fe7d4070-fba0-4051-960e-b6fd2271a8d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84864,2016-10-28 0:00:00,Герасименко Сергій Гаврилович,Комунарський районний суд міста Запоріжжя,голова Комунарського районного суду міста Запоріжжя,c03b8b85-b3c8-4396-9e12-58001faf4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,2016-10-28 0:00:00,Драч Юрій Іванович,Корольовський районний суд м. Житомира,голова Корольовського районного суду м. Житомира,52c0db2c-b1ae-4e65-a39b-d72b89e53b90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27422,2016-10-26 0:00:00,Крилюк Марія Іванівна,Косівський районний суд Івано-Франківської області ,голова Косівського районного суду ,057d6f1d-7fee-4868-aae7-213e7ff9af88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53761,2016-10-26 0:00:00,Мащук Віталій Юрійович,Красногвардійський районний суд м. Дніпропетровська,Голова Красногвардійського районного суду м. Дніпропетровська,58accbdd-1671-4644-8741-19578cdde231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81807,2016-09-12 0:00:00,Бєгунова Ольга Вікторівна,Кролевецький районний суд Сумської області,Голова Кролевецького районного суду,e0bcb221-2ea5-43df-a1b3-db481d8d8e35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74548,2016-10-27 0:00:00,Демченко Ірина Миколаївна,Куп'янський міськрайонний суд Харківської області ,Голова Куп'янського міськрайонного суду Харківської області ,728730b6-62fc-4454-8cc8-2e40e680c3af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57375,2016-10-21 0:00:00,Кривенко Дмитро Теймуразович,Голова Липовецького районного суду Вінницької області,Голова Липовецького районного суду Вінницької області,036e4d2e-fac3-437d-b83a-8d97694dd8a3,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5931,,,,,
56223,2016-10-27 0:00:00,Ткаченко Олександр Анатолійович,Лозівський міськрайонний суд Харківської області,Голова Лозівського міськрайонного суду Харківської області,50e8e1af-03cd-4dbe-9ef2-2fce8b4000fd,,,,,,,,,,,,,,,,,,,,7200,8520,,,,,,,,,,,,12232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88041,2016-10-24 0:00:00,Чиркін Сергій Миколайович,Луганський окружний адміністративний суд ,голова Луганського окружного адміністратвивного суду ,5f120eec-4b2f-4156-936a-347b478adfd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7864,2016-10-28 0:00:00,Чишій Степан Степанович,Любомльський районний суд Волинської області,голова Любомльського районного суду Волинської області,282192f1-8a2e-47f7-af19-10ce224fc7ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73012,2016-10-28 0:00:00,Дем'яненко Ірина Володимирівна,Люботинський міський суд Харківської області,Голова Люботинського міського суду Харківської області,16a7d612-2201-4450-972d-4c5699db10ee,,,,,,,,,,,,,,,,,,,,82000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71903,2016-10-03 0:00:00,Покидюк Микола Васильович,Маневицький районний суд Волинської області,Голова Маневицького районного суду Волинської області,781c4ac4-51f0-413e-8f49-271067631d9b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
